,ShoeName,URL,no_colors,price_reduce,price,Category,Brand,product_code
430,Converse x Kasina Weapon,https://www.nike.com/launch/r/A08686C-100,1,140.0,140,Women,Nike,DH0222-101
431,NikeCourt Zoom NXT,https://www.nike.com/t/nikecourt-zoom-nxt-womens-hard-court-tennis-shoes-q1kBsH/DH0222-101,1,124.97,140,Women,Nike,DR9842-400
432,Nike Air Force 1 x Serena Williams Design Crew,https://www.nike.com/t/air-force-1-x-serena-williams-design-crew-shoes-XH4MP1/DR9842-400,2,98.97,140,Women,Nike,FN0569-900
433,Nike Dunk Low By Kelcey,https://www.nike.com/u/custom-nike-dunk-low-by-you-shoes-10001710/6183844464,1,150.0,150,Women,Nike,DZ5648-100
434,Nike SB Ishod Wair Premium,https://www.nike.com/t/sb-ishod-wair-premium-skate-shoes-xjNjBC/DZ5648-100,1,72.97,110,Women,Nike,DX7992-700
435,Nike ZoomX Dragonfly XC,https://www.nike.com/t/zoomx-dragoy-xc-cross-country-spikes-gjBdMM/DX7992-700,3,160.0,160,Women,Nike,CW9705-200
436,Nike Air Max Koko,https://www.nike.com/t/air-max-koko-womens-sandals-GPgRtj/CW9705-200,1,80.97,100,Women,Nike,BQ3378-100
437,Nike M2K Tekno,https://www.nike.com/t/m2k-tekno-shoes-kkgRr9/BQ3378-100,1,120.0,120,Women,Nike,DH1270-100
438,LeBron 19 Low,https://www.nike.com/t/lebron-19-low-basketball-shoes-jDSdw6/DH1270-100,1,97.97,160,Women,Nike,
439,Nike ACG Torre Mid Waterproof,https://www.nike.com/launch/r/FD0212-200,2,150.0,150,Women,Nike,FB9893-300
440,Air Jordan 1 Low SE,https://www.nike.com/t/air-jordan-1-low-se-womens-shoes-pTFmdP/FB9893-300,1,106.97,125,Women,Nike,DV3907-900
441,Nike Air Force 1 Low By You,https://www.nike.com/u/custom-nike-air-force-1-low-by-you-10001726/1992027661,1,135.0,135,Women,Nike,DZ2616-800
442,Nike Metcon 9 AMP,https://www.nike.com/t/metcon-9-amp-mens-workout-shoes-qFBS2f/DZ2616-800,1,136.97,160,Women,Nike,
443,Nike Attack,https://www.nike.com/launch/r/FB8938-101,1,120.0,120,Women,Nike,FB2390-900
444,KD16 By You,https://www.nike.com/u/custom-nike-kd-16-by-you-10001741/8213305656,1,190.0,190,Women,Nike,DZ3544-200
445,Nike Air Max Pulse Roam,https://www.nike.com/t/air-max-pulse-roam-mens-shoes-X285L2/DZ3544-200,2,144.97,170,Women,Nike,FV6148-001
446,Nike Huarache 9 Elite TF LAX SE,https://www.nike.com/t/huarache-9-elite-tf-lax-se-lacrosse-shoes-HzkQZG/FV6148-001,1,105.0,105,Women,Nike,DC3579-800
447,Nike Fontanka Waffle,https://www.nike.com/t/fontanka-waffle-womens-shoes-BxR6dQ/DC3579-800,1,70.97,100,Women,Nike,FJ4547-100
448,Nike Blazer Mid '77,https://www.nike.com/t/blazer-mid-77-womens-shoes-4ZNgBz/FJ4547-100,3,115.0,115,Women,Nike,A04955C-101
449,CONVERSE x DRKSHDW,https://www.nike.com/t/converse-x-drkshdw-shoes-S5ZfdV/A04955C-101,1,175.0,175,Women,Nike,FB9149-400
450,Nike Zoom Vomero 5,https://www.nike.com/t/zoom-vomero-5-mens-shoes-MgsTqZ/FB9149-400,3,160.0,160,Women,Nike,
451,Nike Zoom Vomero 5,https://www.nike.com/launch/r/FQ8898-325,1,160.0,160,Women,Nike,DX5550-700
452,Nike Blazer Mid '77 Canvas,https://www.nike.com/t/blazer-mid-77-canvas-womens-shoes-cGsWvK/DX5550-700,2,71.97,100,Women,Nike,DV6841-100
453,Nike Air Max SYSTM,https://www.nike.com/t/air-max-systm-womens-shoes-Cz5zxV/DV6841-100,1,70.97,100,Women,Nike,CZ0775-001
454,Air Jordan 1 Low OG,https://www.nike.com/t/air-jordan-1-low-og-womens-shoes-cdgt2t/CZ0775-001,1,140.0,140,Women,Nike,CV0400-400
455,Nike ZoomX Dragonfly,https://www.nike.com/t/zoomx-dragoy-track-field-distance-spikes-0P9jtc/CV0400-400,3,160.0,160,Women,Nike,DZ4701-600
456,Nike Pegasus 39,https://www.nike.com/t/pegasus-39-womens-road-running-shoes-qdDh0D/DZ4701-600,1,78.97,130,Women,Nike,
457,NOCTA Air Force 1 Low,https://www.nike.com/launch/r/CZ8065-100,1,160.0,160,Women,Nike,
458,Nike x Martine Rose Shox MR4,https://www.nike.com/launch/r/DQ2401-800,1,200.0,200,Women,Nike,CT0079-400
459,Nike Air Zoom LJ Elite,https://www.nike.com/t/air-zoom-lj-elite-track-field-jumping-spikes-mzRDhg/CT0079-400,2,160.0,160,Women,Nike,DR0675-300
460,"Zion 3 ""Mud, Sweat and Tears""",https://www.nike.com/t/zion-3-mud-sweat-and-tears-basketball-shoes-GWLnqd/DR0675-300,1,140.0,140,Women,Nike,DO9458-100
461,Nike Air Force 1 '07 SE,https://www.nike.com/t/air-force-1-07-se-womens-shoes-dxBKk9/DO9458-100,1,93.97,110,Women,Nike,844994-002
462,Nike Roshe One,https://www.nike.com/t/roshe-one-womens-shoe-ol9k1O/844994-002,2,63.97,75,Women,Nike,DZ2794-102
463,Nike Dunk Low Twist,https://www.nike.com/t/dunk-low-twist-womens-shoes-MLblZl/DZ2794-102,1,125.0,125,Women,Nike,FN0569-900
464,Nike Dunk Low By Italia,https://www.nike.com/u/custom-nike-dunk-low-by-you-shoes-10001708/8050511769,1,150.0,150,Women,Nike,DQ4124-106
465,Nike Blazer Mid '77 Next Nature,https://www.nike.com/t/blazer-mid-77-next-nature-womens-shoes-L030tV/DQ4124-106,1,105.0,105,Women,Nike,943790-100
466,Nike Sideline IV,https://www.nike.com/t/sideline-iv-womens-cheerleading-shoe-0RW87V/943790-100,1,80.0,80,Women,Nike,FV5914-010
467,Nike Benassi N7,https://www.nike.com/t/benassi-n7-slides-BrVJ9q/FV5914-010,1,35.0,35,Women,Nike,CW4440-011
468,Nike Alpha Huarache 8 Elite,https://www.nike.com/t/alpha-huarache-8-elite-lacrosse-cleats-s6FTxq/CW4440-011,3,110.97,130,Women,Nike,FD0211-300
469,Nike City Classic Premium,https://www.nike.com/t/city-classic-premium-womens-waterproof-boots-7LWmxD/FD0211-300,1,123.97,145,Women,Nike,DD0161-100
470,Nike Court Legacy Canvas Mid,https://www.nike.com/t/court-legacy-canvas-mid-womens-shoe-q1NDGC/DD0161-100,1,59.97,70,Women,Nike,FN7999-001
471,Nike Revolution 7 EasyOn,https://www.nike.com/t/revolution-7-easyon-womens-easy-on-off-road-running-shoes-3KLT6K/FN7999-001,1,59.97,70,Women,Nike,FD0089-101
472,Nike Huarache 9 Elite Low LAX,https://www.nike.com/t/huarache-9-elite-low-lax-lacrosse-cleats-r1Psr6/FD0089-101,2,120.0,120,Women,Nike,FN6743-900
473,Nike Air Max 97 By You Greatest Gift,https://www.nike.com/u/custom-nike-air-max-97-shoes-by-you-10001675/5527549310,1,195.0,195,Women,Nike,DX4220-100
474,Nike Dunk Low Disrupt x Serena Williams Design Crew,https://www.nike.com/t/dunk-low-disrupt-x-serena-williams-design-crew-womens-shoes-JSFp1c/DX4220-100,1,120.0,120,Women,Nike,CT2904-002
475,"Nike ACG GORE-TEX ""Mountain Fly""",https://www.nike.com/t/acg-gore-tex-mountain-fly-shoes-78bQ8Z/CT2904-002,1,220.0,220,Women,Nike,FQ8107-133
476,Nike Tech Hera,https://www.nike.com/t/tech-hera-womens-shoes-2n0qcZ/FQ8107-133,1,110.0,110,Women,Nike,343881-007
477,Nike Benassi JDI,https://www.nike.com/t/benassi-jdi-womens-slides-fZbvxT/343881-007,1,13.97,25,Women,Nike,
478,Nike Attack,https://www.nike.com/launch/r/FB8938-102,1,130.0,130,Women,Nike,FB2200-001
479,NikeCourt Air Zoom Vapor Pro 2,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-womens-hard-court-tennis-shoes-wide-8tGQwM/FB2200-001,1,130.0,130,Women,Nike,FB7054-600
480,NikeCourt Air Zoom Vapor Pro 2 Premium,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-premium-womens-hard-court-tennis-shoes-5tLbM1/FB7054-600,1,105.97,140,Women,Nike,DZ5226-300
481,Nike Air Max 95,https://www.nike.com/t/air-max-95-womens-shoes-5PsPNn/DZ5226-300,1,104.97,190,Women,Nike,DM9554-900
482,Nike Air Presto,https://www.nike.com/t/air-presto-mens-shoes-JlLlWz/DM9554-900,1,65.97,130,Women,Nike,FD5088-200
483,Nike Air Max 1 Premium 2,https://www.nike.com/t/air-max-1-premium-2-shoes-Zl7x8b/FD5088-200,1,108.97,180,Women,Nike,DO1850-007
484,Air Jordan OG,https://www.nike.com/t/air-jordan-og-womens-shoe-G2NHHt/DO1850-007,1,112.97,140,Women,Nike,DR0424-001
485,Nike J Force 1 Low LX SP,https://www.nike.com/t/j-force-1-low-lx-sp-womens-shoes-mj8RZW/DR0424-001,2,170.0,170,Women,Nike,HF0004-900
486,Freak 5 By You,https://www.nike.com/u/custom-freak-5-by-you-10001745/4130726134,1,160.0,160,Women,Nike,FB2390-900
487,KD16 By You,https://www.nike.com/u/custom-nike-kd-16-by-you-10001742/4758821816,1,190.0,190,Women,Nike,DV9193-001
488,Nike Zoom Javelin Elite 3,https://www.nike.com/t/zoom-javelin-elite-3-track-field-throwing-spikes-FsRcHV/DV9193-001,1,89.97,150,Women,Nike,DX3313-100
489,Nike Daybreak,https://www.nike.com/t/daybreak-womens-shoes-qLjcF9/CK2351-001,1,95.0,95,Women,Nike,454350-700
490,Nike Manoa Leather,https://www.nike.com/t/manoa-leather-mens-boots-Mj42BL/454350-700,2,80.97,95,Women,Nike,CZ9907-003
491,Nike G.T. Jump,https://www.nike.com/t/gt-jump-basketball-shoes-Mj4kHp/CZ9907-003,2,153.97,180,Women,Nike,DC8184-001
492,Nike Renew Ride 3,https://www.nike.com/t/renew-ride-3-womens-road-running-shoes-FKZdhN/DC8184-001,1,64.97,80,Women,Nike,DD6958-001
493,Air Jordan XXXVII,https://www.nike.com/t/air-jordan-xxxvii-basketball-shoes-MttxV5/DD6958-001,1,111.97,185,Women,Nike,DV7898-600
494,Nike SB Zoom Blazer Mid Premium,https://www.nike.com/t/sb-zoom-blazer-mid-premium-skate-shoes-qr7mWL/DV7898-600,2,75.97,100,Women,Nike,
495,Nike Terminator High (Morehouse),https://www.nike.com/launch/r/FV2083-001,1,150.0,150,Women,Nike,FB2239-002
496,LeBron Witness 8,https://www.nike.com/t/lebron-witness-8-basketball-shoes-Blsjb8/FB2239-002,1,110.0,110,Women,Nike,BQ9138-001
497,Nike Court Royale AC,https://www.nike.com/t/court-royale-ac-womens-slip-on-shoes-Z8Kg15/BQ9138-001,1,65.0,65,Women,Nike,FQ6873-101
498,Nike Initiator,https://www.nike.com/t/initiator-womens-running-shoe-sK1Csq/FQ6873-101,1,75.0,75,Women,Nike,DO5047-411
499,AJKO 1,https://www.nike.com/t/ajko-1-mens-shoes-GNcCR9/DO5047-411,1,84.97,140,Women,Nike,FJ8893-900
500,Nike Air Max 1 '87 By You,https://www.nike.com/u/custom-air-max-1-unlocked-by-you-10001714/8309443440,1,180.0,180,Women,Nike,
501,Nike Air Max 1 '87,https://www.nike.com/launch/r/FQ8900-440,1,160.0,160,Women,Nike,CZ1055-101
502,Nike Blazer Mid '77,https://www.nike.com/t/blazer-mid-77-womens-shoes-25h71W/CZ1055-101,1,89.97,100,Women,Nike,FQ4298-800
503,Nike Air Max 1 x Serena Williams Design Crew,https://www.nike.com/t/air-max-1-x-serena-williams-design-crew-shoes-rXLHBc/FQ4298-800,1,150.0,150,Women,Nike,CI1172-601
504,Nike Blazer Mid '77 Suede,https://www.nike.com/t/blazer-mid-77-suede-shoes-HxFGDP/CI1172-601,1,78.97,105,Women,Nike,FV6079-001
505,Cosmic Unity 3 N7,https://www.nike.com/t/cosmic-unity-3-n7-basketball-shoes-2t595M/FV6079-001,1,170.0,170,Women,Nike,806561-400
506,Nike High Jump Elite,https://www.nike.com/t/high-jump-elite-track-field-jumping-spikes-AKTd9Aq3/806561-400,1,135.0,135,Women,Nike,859550-200
507,Nike Air Max Thea Mid,https://www.nike.com/t/air-max-thea-mid-womens-shoe-Q2mzEJ/859550-200,2,127.97,150,Women,Nike,FB7076-100
508,NikeCourt Air Zoom GP Turbo Osaka,https://www.nike.com/t/nikecourt-air-zoom-gp-turbo-osaka-womens-hard-court-tennis-shoes-ZdfLR2/FB7076-100,1,136.97,160,Women,Nike,AO3108-006
509,Nike M2K Tekno,https://www.nike.com/t/m2k-tekno-womens-shoes-ncPnqs/AO3108-006,1,102.97,120,Women,Nike,685131-004
510,Nike Zoom Rotational 6,https://www.nike.com/t/zoom-rotational-6-track-field-throwing-shoes-kgbYp9/685131-004,2,110.0,110,Women,Nike,397690-018
511,Nike Air Max Command,https://www.nike.com/t/air-max-command-womens-shoes-xSHPfg/397690-018,1,120.0,120,Women,Nike,DD1391-100
512,Nike Dunk Low Retro,https://www.nike.com/t/dunk-low-retro-mens-shoes-87q0hf/DD1391-100,1,115.0,115,Women,Nike,FJ2596-002
513,Nike Icon Classic SE,https://www.nike.com/t/icon-classic-se-womens-sandals-Dmv4KV/FJ2596-002,2,70.0,70,Women,Nike,FB2392-900
514,Nike Air Adjust Force Unlocked By You Greatest Gift,https://www.nike.com/u/nike-air-adjust-force-unlocked-by-you-10001738/9215341484,1,210.0,210,Women,Nike,FN4216-001
515,Nike Dunk High,https://www.nike.com/t/dunk-high-womens-shoes-P0t1rV/FN4216-001,1,110.97,130,Women,Nike,DZ2540-600
516,Nike Metcon 9 EasyOn,https://www.nike.com/t/metcon-9-easyon-womens-workout-shoes-k9NSLK/DZ2540-600,2,127.97,150,Women,Nike,FZ3597-133
517,Nike Air Force 1 ’07,https://www.nike.com/t/air-force-1-07-womens-shoes-g1WQMK/FZ3597-133,1,115.0,115,Women,Nike,FN7196-663
518,Nike Vomero 5,https://www.nike.com/t/vomero-5-womens-shoes-ZnKVhN/FN7196-663,1,160.0,160,Women,Nike,HF0004-900
519,Freak 5 By You,https://www.nike.com/u/custom-freak-5-by-you-10001744/5385744585,1,160.0,160,Women,Nike,FN7778-600
520,Nike Vomero 5,https://www.nike.com/t/vomero-5-womens-shoes-26nkFx/FN7778-600,1,160.0,160,Women,Nike,FJ4923-008
521,Air Jordan 1 Mid SE,https://www.nike.com/t/air-jordan-1-mid-se-mens-shoes-bvPSnj/FJ4923-008,1,135.0,135,Women,Nike,DO7433-900
522,Nike Blazer Mid '77 By You,https://www.nike.com/u/custom-nike-blazer-mid-77-by-you-10001337/4383823206,1,120.0,120,Women,Nike,FQ8899-100
523,Nike Dunk Low Premium,https://www.nike.com/t/dunk-low-premium-womens-shoes-W1tXD6/FQ8899-100,1,125.0,125,Women,Nike,FD1146-100
524,Nike Air Force 1 '07 EasyOn,https://www.nike.com/t/air-force-1-07-easyon-shoes-vpmlK3/FD1146-100,1,115.0,115,Women,Nike,DV1129-101
525,Nike Zoom Air Fire,https://www.nike.com/t/zoom-air-fire-womens-shoes-qWR8HQ/DV1129-101,2,93.97,125,Women,Nike,FQ8897-252
526,Nike Dunk Low,https://www.nike.com/t/dunk-low-womens-shoes-k1mC1k/FQ8897-252,1,125.0,125,Women,Nike,AA1204-400
527,Nike Pole Vault Elite,https://www.nike.com/t/pole-vault-elite-track-field-jumping-spikes-z6w0XQ/AA1204-400,2,130.0,130,Women,Nike,DR9114-100
528,Nike SB Pogo,https://www.nike.com/t/sb-pogo-skate-shoes-fcHgzR/DR9114-100,1,67.97,90,Women,Nike,FZ0815-900
529,Nike Air Max 97 By You Greatest Gift,https://www.nike.com/u/custom-nike-air-max-97-shoes-by-you-10001673/6589589279,1,195.0,195,Women,Nike,CJ1671-100
530,Nike Air Max Fusion,https://www.nike.com/t/air-max-fusion-womens-shoes-FmV5Vx/CJ1671-100,1,75.0,75,Women,Nike,DN4890-700
531,Jordan System.23,https://www.nike.com/t/jordan-system23-mens-shoes-fKW1rS/DN4890-700,1,110.0,110,Women,Nike,CZ6558-110
532,Nike Alpha Huarache 8 Varsity,https://www.nike.com/t/alpha-huarache-8-varsity-lacrosse-cleats-q0XBb8/CZ6558-110,1,76.97,90,Women,Nike,DR6402-900
533,Nike Air Force 1 '07 SE,https://www.nike.com/t/air-force-1-07-se-womens-shoes-BqXrqR/DR6402-900,1,72.97,110,Women,Nike,FQ8889-100
534,Nike Air Max 97,https://www.nike.com/t/air-max-97-womens-shoes-WLVLt1/FQ8889-100,1,138.97,185,Women,Nike,DZ4135-002
535,Air Jordan 1 Low SE Craft,https://www.nike.com/t/air-jordan-1-low-se-craft-mens-shoes-lcTJxC/DZ4135-002,1,120.0,120,Women,Nike,DO9843-100
536,LeBron Witness 6 (Team),https://www.nike.com/t/lebron-witness-6-team-basketball-shoes-d6BdZB/DO9843-100,1,89.97,105,Women,Nike,DV7411-400
537,Nike Dunk Low,https://www.nike.com/t/dunk-low-womens-shoes-kPGHX0/DV7411-400,1,120.0,120,Women,Nike,DX5048-300
538,Nike InfinityRN 4 By You Greatest Gift,https://www.nike.com/u/custom-reactx-infinity-rn-4-by-you-10001739/2146020008,1,190.0,190,Women,Nike,FD6817-003
539,Air Jordan 1 Mid SE Craft,https://www.nike.com/t/air-jordan-1-mid-se-craft-mens-shoes-5VjD18/FD6817-003,1,114.97,135,Women,Nike,FQ8337-121
540,Jumpman MVP,https://www.nike.com/t/jumpman-mvp-womens-shoes-pkJccB/FQ8337-121,1,140.97,165,Women,Nike,BV2078-100
541,Nike SB Nyjah Free 2,https://www.nike.com/t/sb-nyjah-free-2-skate-shoes-s4Kt9q/BV2078-100,1,65.97,100,Women,Nike,DZ7260-400
542,Nike SB Zoom Blazer Mid x Mason Silva,https://www.nike.com/t/sb-zoom-blazer-mid-x-mason-silva-skate-shoes-1FNC6x/DZ7260-400,1,88.97,110,Women,Nike,FD5088-001
543,Nike Air Max 1 Premium 2,https://www.nike.com/t/air-max-1-premium-2-shoes-zLvmlb/FD5088-001,1,160.0,160,Women,Nike,DV2629-005
544,Air Jordan 11 CMFT Low,https://www.nike.com/t/air-jordan-11-cmft-low-womens-shoes-kk9grs/DV2629-005,2,110.97,130,Women,Nike,FB2372-100
545,Air Jordan 2 Retro,https://www.nike.com/t/air-jordan-2-retro-womens-shoes-jkpGhP/FB2372-100,1,175.0,175,Women,Nike,FB2392-900
546,Nike Air Adjust Force Unlocked By You Greatest Gift,https://www.nike.com/u/nike-air-adjust-force-unlocked-by-you-10001740/5910223381,1,210.0,210,Women,Nike,FN0708-400
547,"LeBron XXI ""Abalone""",https://www.nike.com/t/lebron-xxi-abalone-basketball-shoes-RQm6rR/FN0708-400,1,210.0,210,Women,Nike,DH3050-100
548,Nike Air Max 270,https://www.nike.com/t/air-max-270-womens-shoes-PCB5wl/DH3050-100,1,160.0,160,Women,Nike,FN7105-030
549,Nike Dunk Low Next Nature,https://www.nike.com/t/dunk-low-next-nature-womens-shoes-bxR0pv/FN7105-030,1,110.0,110,Women,Nike,FD6694-001
550,NikeCourt Air Zoom Vapor 11 Premium,https://www.nike.com/t/nikecourt-air-zoom-vapor-11-premium-womens-hard-court-tennis-shoes-5lVbnb/FD6694-001,1,153.97,180,Women,Nike,AV3918-102
551,Air Jordan 1 Retro Low Slip,https://www.nike.com/t/air-jordan-1-retro-low-slip-womens-shoes-3lqhns/AV3918-102,2,110.0,110,Women,Nike,
552,Converse x Martine Ali Chuck 70 De Luxe Wedge,https://www.nike.com/launch/r/A08650C-001,1,160.0,160,Women,Nike,AQ1779-100
553,Nike Ebernon Low,https://www.nike.com/t/ebernon-low-womens-shoe-6dfCc8/AQ1779-100,1,70.0,70,Women,Nike,FJ3448-200
554,Air Jordan 1 Mid SE,https://www.nike.com/t/air-jordan-1-mid-se-womens-shoes-spwLJ0/FJ3448-200,1,135.0,135,Women,Nike,DQ7688-170
555,Zion 2 TB,https://www.nike.com/t/zion-2-tb-mens-basketball-shoes-GfL6GT/DQ7688-170,1,102.97,120,Women,Nike,DV4462-600
556,Nike Air Force 1 '07 Premium,https://www.nike.com/t/air-force-1-07-premium-womens-shoes-PZFSFm/DV4462-600,1,98.97,140,Women,Nike,FJ2708-001
557,Nike Air More Uptempo,https://www.nike.com/t/air-more-uptempo-mens-slides-5RWtBc/FJ2708-001,1,85.0,85,Women,Nike,CW2386-603
558,Nike Crater Impact,https://www.nike.com/t/crater-impact-womens-shoes-zztfgM/CW2386-603,1,89.97,105,Women,Nike,FN6838-012
559,Nike Air Pegasus '89 Premium,https://www.nike.com/t/air-pegasus-89-premium-shoes-4nxg1c/FN6838-012,1,110.0,110,Women,Nike,FJ2985-001
560,NikeCourt Air Zoom GP Turbo Osaka Premium,https://www.nike.com/t/nikecourt-air-zoom-gp-turbo-osaka-premium-womens-hard-court-tennis-shoes-fRK8k4/FJ2985-001,1,160.0,160,Women,Nike,FV4145-001
561,Nike G.T. Cut 2 GTE,https://www.nike.com/t/gt-cut-2-gte-basketball-shoes-k20cn7/FV4145-001,1,153.97,180,Women,Nike,DA1349-004
562,Nike Renew In-Season TR 11,https://www.nike.com/t/renew-in-season-tr-11-womens-workout-shoes-KxgvTj/DA1349-004,1,57.97,75,Women,Nike,
563,Nike Air Footscape Woven,https://www.nike.com/launch/r/FB1959-001,2,160.0,160,Women,Nike,
564,Nike Air Footscape Woven Premium,https://www.nike.com/launch/r/FQ8129-010,1,160.0,160,Women,Nike,DV2024-001
565,NikeCourt Air Zoom Vapor Pro 2,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-womens-clay-tennis-shoes-JS33k7/DV2024-001,1,120.0,120,Women,Nike,DR9922-700
566,Nike ZoomX Dragonfly,https://www.nike.com/t/zoomx-dragoy-track-field-distance-spikes-26wvr7/DR9922-700,1,89.97,150,Women,Nike,FD0731-001
567,Nike SB Zoom Blazer Mid,https://www.nike.com/t/sb-zoom-blazer-mid-skate-shoes-SS5p2B/FD0731-001,1,67.97,90,Women,Nike,DQ0660-130
568,Air Jordan I High G,https://www.nike.com/t/air-jordan-i-high-g-mens-golf-shoes-ZgQdl6/DQ0660-130,4,99.97,180,Women,Nike,FD1157-600
569,Nike Superfly 9 Elite Mercurial Dream Speed,https://www.nike.com/t/superfly-9-elite-mercurial-dream-speed-fg-high-top-soccer-cleats-sb8gJK/FD1157-600,5,295.0,295,Women,Nike,DJ5630-600
570,Nike Mercurial Vapor 15 Academy,https://www.nike.com/t/mercurial-vapor-15-academylow-top-soccer-cleats-gb4RSn/DJ5630-600,2,85.0,85,Women,Nike,DJ5593-041
571,Nike Infinity Pro 2,https://www.nike.com/t/infinity-pro-2-mens-golf-shoes-TsqzdV/DJ5593-041,3,93.97,110,Women,Nike,DX0024-100
572,Nike Infinity Ace Next Nature,https://www.nike.com/t/infinity-ace-next-nature-golf-shoes-Q57Wdv/DX0024-100,6,82.97,110,Women,Nike,FJ0850-001
573,Jordan ADG 4 x Eastside Golf,https://www.nike.com/t/jordan-adg-4-x-eastside-golf-mens-golf-shoes-1SrDgb/FJ0850-001,1,205.0,205,Women,Nike,DM0103-003
574,Jordan ADG 4,https://www.nike.com/t/jordan-adg-4-mens-golf-shoes-zw1ZGK/DM0103-003,5,195.0,195,Women,Nike,DV1403-002
575,Nike Air Max 1 '86 OG G,https://www.nike.com/t/air-max-1-86-og-g-mens-golf-shoes-qT5Dtm/DV1403-002,4,120.97,160,Women,Nike,DJ5590-103
576,Nike Air Zoom Infinity Tour NEXT% Boa,https://www.nike.com/t/air-zoom-infinity-tour-next-boa-mens-golf-shoes-wide-LxFSGW/DJ5590-103,1,150.97,190,Women,Nike,DD9315-108
577,Air Jordan 1 Low G,https://www.nike.com/t/air-jordan-1-low-g-golf-shoes-jChrQ3/DD9315-108,5,140.0,140,Women,Nike,DV1202-601
578,Roshe G Next Nature,https://www.nike.com/t/roshe-g-next-nature-mens-golf-shoes-CdMxPX/DV1202-601,7,76.97,85,Women,Nike,FD6815-001
579,Air Jordan 1 High G NRG,https://www.nike.com/t/air-jordan-1-high-g-nrg-mens-golf-shoes-KqNcWn/FD6815-001,1,210.0,210,Women,Nike,DV6801-701
580,Nike Air Zoom Infinity Tour NEXT% NRG,https://www.nike.com/t/air-zoom-infinity-tour-next-nrg-golf-shoes-Qz3VFg/DV6801-701,1,180.0,180,Women,Nike,DV1376-101
581,Jordan Retro 6 G,https://www.nike.com/t/jordan-retro-6-g-mens-golf-shoes-t9bR21/DV1376-101,3,230.0,230,Women,Nike,DH4120-101
582,Air Jordan 12 Low,https://www.nike.com/t/air-jordan-12-low-golf-shoes-0fSmzT/DH4120-101,1,220.0,220,Women,Nike,FB3124-100
583,Nike Air Zoom Infinity Tour NRG,https://www.nike.com/t/air-zoom-infinity-tour-nrg-mens-golf-shoes-ZGRpRp/FB3124-100,1,153.97,180,Women,Nike,DC5221-041
584,Nike Air Zoom Infinity Tour,https://www.nike.com/t/air-zoom-infinity-tour-mens-golf-shoes-d64khm/DC5221-041,5,136.97,160,Women,Nike,FD6853-001
585,Nike Air Zoom Infinity Tour NEXT% Shield,https://www.nike.com/t/air-zoom-infinity-tour-next-shield-mens-weatherized-golf-shoes-lhh909/FD6853-001,1,190.0,190,Women,Nike,DV1407-100
586,Nike Air Max 1 '86 OG G NRG,https://www.nike.com/t/air-max-1-86-og-g-nrg-mens-golf-shoes-vlRfMG/DV1407-100,1,170.0,170,Women,Nike,DM8449-001
587,Nike Infinity Pro 2,https://www.nike.com/t/infinity-pro-2-mens-golf-shoes-wide-GgZxGQ/DM8449-001,1,110.0,110,Women,Nike,CU9978-101
588,Nike Air Max 90 G,https://www.nike.com/t/air-max-90-g-golf-shoe-hxtVmz/CU9978-101,1,99.97,130,Women,Nike,DQ4128-155
589,Nike Air Max 90 G NRG,https://www.nike.com/t/air-max-90-g-nrg-golf-shoes-L8Sss7/DQ4128-155,1,105.97,150,Women,Nike,DV6800-110
590,Nike Victory Pro 3,https://www.nike.com/t/victory-pro-3-mens-golf-shoes-SsxNJ0/DV6800-110,2,110.97,130,Women,Nike,FD6848-001
591,Air Jordan 1 Low G NRG,https://www.nike.com/t/air-jordan-1-low-g-nrg-mens-golf-shoes-9dJHhQ/FD6848-001,1,170.0,170,Women,Nike,DC9968-705
592,Nike Phantom GX Elite,https://www.nike.com/t/phantom-gx-elite-firm-ground-low-top-soccer-cleat-WGRzk4/DC9968-705,4,203.97,250,Women,Nike,DJ4978-605
593,Nike Mercurial Vapor 15 Elite,https://www.nike.com/t/mercurial-vapor-15-elite-firm-ground-low-top-soccer-cleats-NLZxDR/DJ4978-605,8,212.97,250,Women,Nike,DD9465-600
594,Nike Phantom GX Pro,https://www.nike.com/t/phantom-gx-pro-firm-ground-high-top-soccer-cleats-fDn8NS/DD9465-600,4,144.97,160,Women,Nike,FN6746-904
595,Nike Mercurial Superfly 9 Elite By You,https://www.nike.com/u/custom-mercurial-superfly-9-elite-shoes-by-you-10001669/9229032605,6,305.0,305,Women,Nike,DJ5167-300
596,Nike Mercurial Vapor 15 Elite,https://www.nike.com/t/mercurial-vapor-15-elitelow-top-soccer-cleats-DW9qRM/DJ5167-300,3,260.0,260,Women,Nike,FD1162-600
597,Nike Superfly 9 Academy Mercurial Dream Speed,https://www.nike.com/t/superfly-9-academy-mercurial-dream-speed-mg-high-top-soccer-cleats-76w9qJ/FD1162-600,3,110.0,110,Women,Nike,DZ3183-100
598,Nike Tiempo Legend 10 Elite,https://www.nike.com/t/tiempo-legend-10-elite-firm-ground-low-top-soccer-cleats-lJ1VMj/DZ3183-100,4,230.0,230,Women,Nike,DJ5633-600
